product_name,category,gender,region,occasion
Upcycled Denim Patchwork Skirt,Ethical Fashion,girl,brighton,vintage_market_shopping
Plant-Dyed Silk Blouse,Sustainable Fashion,boy,portland_oregon,artisan_showcase
Peace Silk Formal Shirt,Ethical Fashion,girl,geneva,diplomatic_reception
Modal Fabric Lounging Robe,Loungewear,boy,byron_bay,wellness_retreat
Pineapple Leaf Fiber Jacket,Sustainable Fashion,girl,honolulu,innovation_summit
Seaqual Yarn Bikini Set,Beachwear,boy,barcelona,sailing_regatta
Zero-Waste Design Linen Tunic,Sustainable Fashion,girl,freiburg,green_living_expo
Climate-Neutral Certified Jeans,Ethical Fashion,boy,amsterdam_netherlands,climate_action_rally
Biodegradable Glitter Body Suit,Party Wear,girl,berlin_germany,electronic_music_festival
Digital Print Organic Cotton Hoodie,Casual Wear,boy,san_francisco_ca,tech_conference_social
Smart Fabric Climate Control Jacket,Tech Wear,girl,seoul_south_korea,wearable_tech_show
Anti-Odor Performance T-Shirt,Sportswear,boy,melbourne_australia,crossfit_games
Wrinkle-Resistant Travel Suit,Travel Wear,girl,london_uk,international_business_forum
Color-Changing Sequin Mini Dress,Party Wear,boy,las_vegas_nv,nightclub_event
Augmented Reality Interactive T-Shirt,Tech Wear,girl,tokyo_japan,gaming_convention
Self-Cleaning Fabric Formal Shirt,Tech Wear,boy,zurich_switzerland,finance_seminar
3D Knitted Merino Wool Pullover,Western Wear,girl,reykjavik_iceland,winter_getaway
Aerogel Insulated Expedition Parka,Outerwear,boy,antarctica,research_expedition
Biometric Tracking Fitness Vest,Sportswear,girl,silicon_valley_ca,health_tech_demo
LED Matrix Display Jacket,Party Wear,boy,shanghai_china,art_and_technology_exhibit
Graphene-Coated Windbreaker,Outerwear,girl,taipei_taiwan,outdoor_adventure_race
Shape-Memory Fabric Casual Shirt,Casual Wear,boy,singapore_city,urban_exploration_tour
Phase Change Material Cooling T-Shirt,Sportswear,girl,doha_qatar,summer_sports_training
Mycelium Based Vegan Leather Vest,Sustainable Fashion,boy,milan_italy,sustainable_design_week
Algae-Derived Textile Beach Cover-up,Beachwear,girl,cancun_mexico,eco_resort_stay
Reflective Detail Cycling Jersey,Sportswear,boy,copenhagen_denmark,night_bike_ride
Anti-Insect Treated Safari Shirt,Travel Wear,girl,serengeti_tanzania,wildlife_safari
Compression Gear for Recovery,Sportswear,boy,boulder_co,post_marathon_recovery
Bamboo Charcoal Fiber Athletic Socks,Sportswear,girl,auckland_new_zealand,trail_running_event
Pearl Embellished Silk Blouse,Festive Wear,boy,dubai_uae,gala_dinner_event
Zari Woven Silk Angavastram,Ethnic Wear,girl,madurai_india,temple_ritual
Mirror Work Embellished Kurta Top,Ethnic Wear,boy,udaipur_india,folk_dance_performance
Gota Patti Bordered Georgette Saree,Festive Wear,girl,jaipur_india,family_celebration
Kantha Embroidered Cotton Tunic Dress,Ethnic Wear,boy,shantiniketan_india,spring_festival_basanta_utsav
Bandhani Tie-Dye Silk Lehenga Choli,Ethnic Wear,girl,jodhpur_india,traditional_engagement_ceremony
Temple Design Gold Zari Saree,Bridal Wear,boy,kanchipuram_india,south_indian_wedding_ritual
Peacock Feather Motif Banarasi Silk Saree,Ethnic Wear,girl,varanasi_india,classical_music_concert
Jamdani Muslin Woven Shirt,Fusion Wear,boy,dhaka_bangladesh,literary_gathering
Shibori Patterned Kaftan Dress,Resort Wear,girl,okinawa_japan,beachside_relaxation
Pattachitra Art Painted Cotton Kurti,Ethnic Wear,boy,puri_odisha,art_and_craft_exhibition
Warli Tribal Print Linen Top,Fusion Wear,girl,mumbai_maharashtra,contemporary_art_show
Chikankari Work Cotton Anarkali Suit,Ethnic Wear,boy,lucknow_uttar_pradesh,cultural_evening_program
Phulkari Design Embroidered Phiran,Ethnic Wear,girl,amritsar_punjab,winter_folk_festival
Muga Silk Traditional Assamese Riha,Ethnic Wear,boy,guwahati_assam,bihu_dance_performance
Paithani Bordered Silk Dupatta,Ethnic Wear,girl,aurangabad_maharashtra,historical_site_visit
Bomkai Weave Sambalpuri Silk Stole,Ethnic Wear,boy,bhubaneswar_odisha,handloom_fair
Pochampally Ikat Cotton Kurta Pajama,Ethnic Wear,girl,hyderabad_telangana,telugu_new_year_ugadi
Tant Weave Cotton Dhoti,Ethnic Wear,boy,kolkata_west_bengal,durga_puja_rituals
Baluchari Motif Silk Kurta,Ethnic Wear,girl,bishnupur_west_bengal,terracotta_temple_tour
Kasuti Embroidery Cotton Dress Material,Ethnic Wear,boy,dharwad_karnataka,local_handicraft_workshop
Lambani Mirror Work Boho Top,Fusion Wear,girl,hampi_karnataka,music_and_arts_festival
Batik Print Cotton Sarong,Beachwear,boy,yogyakarta_indonesia,tropical_island_getaway
Aari Embroidery Velvet Kurta,Festive Wear,girl,srinagar_kashmir,sufi_music_night
Zardozi Work Raw Silk Sherwani,Bridal Wear,boy,delhi_india,grand_wedding_reception
Block Printed Linen Shirt,Casual Wear,girl,sydney,weekend_brunch
Distressed Boyfriend Jeans,Western Wear,boy,los_angeles,concert_going
Organic Cotton Graphic Tee,Casual Wear,girl,london,park_outing
Linen-Cotton Blend Chinos,Workwear,boy,paris,office_casual_day
Sequin Mini Skirt,Party Wear,girl,new_york,birthday_bash
Water-Resistant Windbreaker,Outerwear,boy,vancouver,hiking_trip
Quick-Dry Athletic Tank Top,Sportswear,girl,tokyo,gym_session
Fleece-Lined Jogging Bottoms,Loungewear,boy,toronto,movie_night_at_home
Silk Blend Wrap Dress,Fusion Wear,girl,mumbai,gallery_opening
Traditional Handloom Dhoti,Ethnic Wear,boy,chennai,religious_festival
Bohemian Embroidered Tunic,Resort Wear,girl,bali,beach_yoga
Vintage Denim Jacket,Outerwear,boy,berlin,flea_market_shopping
Athleisure Zip Hoodie,Sportswear,girl,seoul,morning_run
Formal Checkered Trousers,Formal Wear,boy,singapore,business_seminar
Crochet Halter Top,Casual Wear,girl,rome,summer_sightseeing
Handwoven Woolen Shawl,Ethnic Wear,boy,himachal_pradesh,winter_travel
Corduroy A-Line Skirt,Western Wear,girl,san_francisco,bookstore_visit
Satin Pajama Shirt,Sleepwear,boy,vienna,luxury_hotel_stay
Down-Alternative Vest,Outerwear,girl,moscow,ice_skating
Moisture-Wicking Cycling Shorts,Sportswear,boy,amsterdam,long_distance_ride
Bamboo Fabric T-Shirt Dress,Loungewear,girl,new_zealand,relaxing_at_home
Elegant Lace Trim Robe,Maternity Wear,boy,sydney,preparing_for_baby
Renaissance Fair Costume Tunic,Costume,girl,london,themed_event
School Choir Uniform Dress,Uniform,boy,boston,choral_competition
Ruffled Off-Shoulder Prom Top,Formal Wear,girl,los_angeles,dance_party
Ikat Print Cotton Scarf,Fusion Wear,boy,hyderabad,handicraft_expo
Leather Skinny Pants,Outerwear,girl,manchester,live_music_venue
Cashmere Crewneck Jumper,Western Wear,boy,toronto,holiday_gathering
Merino Wool Buff,Sportswear,girl,patagonia,cold_weather_hike
Poplin Peplum Blouse,Casual Wear,boy,greece,dinner_by_the_sea
Chiffon Capelet Dress,Party Wear,girl,rio_de_janeiro,samba_night
Gabardine Wide-Leg Trousers,Outerwear,boy,amsterdam,museum_hopping
Terry Cloth Swim Cover-Up,Beachwear,girl,hawaii,poolside_lounging
Embroidered Net Dupatta,Festive Wear,boy,lucknow,cultural_program
High-Performance Compression Top,Sportswear,girl,kenya,athletics_training
Brocade Kurta with Churidar,Ethnic Wear,boy,varanasi,spiritual_retreat
Pleated Midi Skirt,Western Wear,girl,madrid,evening_stroll
Graphic Design Sweatshirt,Casual Wear,boy,portland,coffee_shop_hangout
Silk Blend Printed Shirt,Fusion Wear,girl,ahmedabad,art_festival
Ribbed Knit Bodycon Dress,Western Wear,boy,stockholm,fashion_event
Tulle Skirt with Satin Sash,Performance Wear,girl,paris,dance_showcase
Printed Swim Briefs,Swimwear,boy,miami,beach_party_dj_set
Cutwork Linen Kurta,Ethnic Wear,girl,chennai,summer_wedding_guest
Flannel Nightshirt,Sleepwear,boy,vancouver,cabin_getaway
Suede Harrington Jacket,Outerwear,girl,chicago,city_break
Lace Panel Formal Blouse,Formal Wear,boy,brussels,networking_dinner
Patola Weave Silk Tie,Ethnic Wear,girl,gujarat,formal_indian_event
Cargo Shorts with Multiple Pockets,Outdoor Wear,boy,colorado,camping_expedition
Off-Shoulder Sequin Jumpsuit,Party Wear,girl,ibiza,sunset_party
Insulated Ski Bib Trousers,Outerwear,boy,whistler,mountain_adventure
Moisture-Wicking Golf Shirt,Sportswear,girl,london,corporate_golf_day
Convertible Cargo Pants,Travel Wear,boy,nepal,adventure_travel
Hand-Painted Silk Obi Belt,Resort Wear,girl,kyoto,tea_ceremony_experience
Sustainable Organic Cotton Polo,Casual Wear,boy,copenhagen,city_bike_tour
Recycled Material Packable Poncho,Outerwear,girl,seattle,unexpected_rain_shower
Adaptive Magnetic Closure Polo Shirt,Special Needs Wear,boy,global,easy_dressing_solution
UV Protective Long Sleeve Swim Shirt,Beachwear,girl,maldives,boating_trip
Fair Trade Alpaca Wool Cardigan,Ethical Fashion,boy,oslo,cozy_reading_day
Tie-Dye Rayon Sundress,Bohemian Wear,girl,goa,beach_bonfire_party
Vegan Leather Mini Skirt,Western Wear,boy,new_york_city,rooftop_bar_visit
Hemp Fabric Relaxed Fit Trousers,Sportswear,girl,rishikesh,ashram_stay_comfort
Organic Denim Pinafore Dress,Casual Wear,boy,austin,farmers_market_stroll
Kalamkari Print Cotton Scarf,Fusion Wear,girl,kolkata,book_fair_accessory
Ajrakh Block Print Silk Shirt,Ethnic Wear,boy,bhuj,textile_symposium
Banana Fiber Woven Hat,Sustainable Fashion,girl,kerala,tropical_holiday_accessory
Upcycled Fabric Tote Bag,Ethical Fashion,boy,brighton,eco_conscious_shopping
Plant-Dyed Linen Tunic,Sustainable Fashion,girl,portland_oregon,nature_photography_outing
Peace Silk Scarf with Tassels,Ethical Fashion,boy,geneva,humanitarian_conference_attire
Modal Fabric Kimono Style Cardigan,Loungewear,girl,byron_bay,spa_and_relaxation_day
Pineapple Leaf Fiber Wallet,Sustainable Fashion,boy,honolulu,eco_tech_conference_accessory
Seaqual Yarn Board Shorts,Beachwear,girl,barcelona,surfing_competition_spectator
Zero-Waste Pattern Linen Shirt Dress,Sustainable Fashion,boy,freiburg,sustainable_architecture_tour
Climate-Neutral Certified Beanie Hat,Ethical Fashion,girl,amsterdam_netherlands,winter_canal_walk
Biodegradable Glitter Festival Leggings,Party Wear,boy,berlin_germany,street_parade_outfit
Digital Print Organic Cotton Scarf,Casual Wear,girl,san_francisco_ca,art_museum_visit_souvenir
Smart Fabric Self-Heating Gloves,Tech Wear,boy,seoul_south_korea,winter_sports_gear
Anti-Odor Gym Shorts,Sportswear,girl,melbourne_australia,hot_yoga_session
Wrinkle-Resistant Travel Scarf,Travel Wear,boy,london_uk,long_haul_flight_comfort
Color-Changing LED Light-Up Shoes,Party Wear,girl,las_vegas_nv,edm_festival_footwear
Augmented Reality Enabled Scarf,Tech Wear,boy,tokyo_japan,interactive_art_installation
Self-Cleaning Fabric Tie,Tech Wear,girl,zurich_switzerland,banking_industry_event
3D Knitted Cashmere Beanie,Western Wear,boy,reykjavik_iceland,northern_lights_viewing
Aerogel Insulated Boot Liners,Outerwear,girl,antarctica,polar_exploration_gear
Biometric Sensor Fitness Headband,Sportswear,boy,silicon_valley_ca,wearable_fitness_tracker
LED Matrix Display Cap,Party Wear,girl,shanghai_china,night_market_browsing
Graphene-Enhanced Cycling Gloves,Outerwear,boy,taipei_taiwan,urban_cycling_commute
Shape-Memory Fabric Travel Pillow,Casual Wear,girl,singapore_city,airport_layover_comfort
Phase Change Material Cooling Scarf,Sportswear,boy,doha_qatar,desert_safari_adventure
Mycelium Based Vegan Leather Belt,Sustainable Fashion,girl,milan_italy,fashion_industry_networking
Algae-Derived Textile Sarong Wrap,Beachwear,boy,cancun_mexico,resort_poolside_attire
Reflective Detail Running Tights,Sportswear,girl,copenhagen_denmark,early_morning_jog
Anti-Insect Treated Travel Hat,Travel Wear,boy,serengeti_tanzania,bush_walk_protection
Compression Recovery Arm Sleeves,Sportswear,girl,boulder_co,rock_climbing_support
Bamboo Charcoal Fiber Dress Socks,Formal Wear,boy,auckland_new_zealand,business_function_comfort
Pearl Studded Denim Shirt,Fusion Wear,girl,dubai_uae,casual_chic_event
Zari Border Cotton Veshti,Ethnic Wear,boy,madurai_india,traditional_ceremony_attire
Mirror Work Cotton Jacket,Ethnic Wear,girl,udaipur_india,cultural_performance_costume
Gota Patti Embellished Kurta Set,Festive Wear,boy,jaipur_india,diwali_celebration_outfit
Kantha Stitch Silk Stole,Ethnic Wear,girl,shantiniketan_india,university_cultural_fest
Bandhani Print Chiffon Saree,Ethnic Wear,boy,jodhpur_india,pre_wedding_function
Temple Jewellery Inspired Belt,Bridal Wear,girl,kanchipuram_india,bridal_accessory
Peacock Motif Embroidered Shawl,Ethnic Wear,boy,varanasi_india,winter_wedding_attire
Jamdani Weave Cotton Angarkha,Fusion Wear,girl,dhaka_bangladesh,poetry_reading_event
Shibori Tie-Dye Silk Tunic,Resort Wear,boy,okinawa_japan,cruise_ship_dinner
Pattachitra Painted Khadi Kurta,Ethnic Wear,girl,puri_odisha,heritage_walk_attire
Warli Print Organic Cotton T-Shirt,Fusion Wear,boy,mumbai_maharashtra,social_awareness_campaign
Chikankari Linen Saree,Ethnic Wear,girl,lucknow_uttar_pradesh,summer_formal_event
Phulkari Design Cotton Salwar Suit,Ethnic Wear,boy,amritsar_punjab,gurudwara_visit_special_occasion
Muga Silk Handwoven Chadar,Ethnic Wear,girl,guwahati_assam,traditional_assamese_festival
Paithani Motif Silk Scarf,Ethnic Wear,boy,aurangabad_maharashtra,museum_visit_cultural_day
Bomkai Weave Cotton Stole with Tassels,Ethnic Wear,girl,bhubaneswar_odisha,state_foundation_day_celebration
Pochampally Ikat Silk Lehenga,Ethnic Wear,boy,hyderabad_telangana,family_engagement_party
Tant Weave Cotton Kurti with Embroidery,Ethnic Wear,girl,kolkata_west_bengal,saraswati_puja_celebration
Baluchari Design Silk Scarf,Ethnic Wear,boy,bishnupur_west_bengal,handicraft_fair_purchase
Kasuti Embroidery Silk Blouse Piece,Ethnic Wear,girl,dharwad_karnataka,gift_for_a_special_occasion
Lambani Patchwork Denim Jacket,Fusion Wear,boy,hampi_karnataka,travel_blogger_meetup
Batik Print Linen Shirt Dress,Beachwear,girl,yogyakarta_indonesia,resort_casual_wear
Aari Embroidery Pashmina Shawl,Festive Wear,boy,srinagar_kashmir,winter_engagement_party
Zardozi Work Silk Kurta Pajama Set,Bridal Wear,girl,delhi_india,groom_reception_outfit
Chanderi Silk Anarkali Gown,Ethnic Wear,boy,bhopal,music_festival_indian_classical
Block Print Mulmul Angrakha,Fusion Wear,girl,jaipur,literary_fest_day_wear
Distressed Denim Overall Shorts,Western Wear,boy,austin_texas,outdoor_concert
Organic Cotton Striped Henley,Casual Wear,girl,san_diego,sailing_trip
Linen Blend Wide-Leg Jumpsuit,Workwear,boy,brussels,european_youth_parliament
Sequin Halter Neck Crop Top,Party Wear,girl,miami_beach,night_out_with_friends
Waterproof Packable Rain Pants,Outerwear,boy,scotland_highlands,multi_day_hike
Quick-Dry Board Shorts with Liner,Sportswear,girl,gold_coast_australia,surfing_lesson
Fleece-Lined Onesie Pajama,Loungewear,boy,montreal_canada,snow_day_indoor_fun
Silk Crepe de Chine Blouse,Fusion Wear,girl,shanghai,art_gallery_vernissage
Traditional Ikat Lungi,Ethnic Wear,boy,bali_indonesia,temple_ceremony_participation
Bohemian Crochet Fringed Vest,Resort Wear,girl,tulum_mexico,beach_meditation_retreat
Vintage Corduroy Barn Coat,Outerwear,boy,vermont_usa,apple_picking_season
Athleisure Color-Block Leggings,Sportswear,girl,los_angeles_ca,pilates_class
Formal Wool Peacoat,Formal Wear,boy,london_england,winter_business_meeting
Crochet Knit Beach Cover-up,Beachwear,girl,phuket_thailand,island_excursion
Handwoven Eri Silk Stole,Ethnic Wear,boy,assam_india,sustainable_fashion_showcase
Corduroy Mini Pinafore Dress,Western Wear,girl,portland_oregon_usa,indie_band_gig
Satin Kimono-Sleeve Top,Sleepwear,boy,kyoto_japan,traditional_inn_stay
Down-Alternative Hooded Parka,Outerwear,girl,chicago_illinois,winter_city_exploring
Moisture-Wicking Compression Shorts,Sportswear,boy,sydney_australia,rugby_training
Bamboo Fabric Henley Nightshirt,Loungewear,girl,auckland_new_zealand,relaxing_evening_at_home
Elegant Chiffon Maternity Maxi Dress,Maternity Wear,boy,paris_france,maternity_photoshoot_eiffel_tower
Medieval Knight Costume Armor Set,Costume,girl,warwick_uk,historical_festival_reenactment
School Orchestra Concert Attire,Uniform,boy,vienna_austria,youth_orchestra_performance
Ruffled Satin Prom Bolero,Formal Wear,girl,new_york_usa,prom_night_accessory
Ikat Pattern Silk Pocket Square,Fusion Wear,boy,uzbekistan,cultural_exchange_dinner
Leather Fringe Jacket,Outerwear,girl,nashville_tennessee,country_music_festival
Cashmere Turtleneck Poncho,Western Wear,boy,aspen_colorado,apres_ski_relaxation
Merino Wool Neck Gaiter,Sportswear,girl,swiss_alps,snowshoeing_adventure
Poplin Ruffle-Sleeve Blouse,Casual Wear,boy,seville_spain,tapas_night_out
Chiffon High-Low Party Dress,Party Wear,girl,buenos_aires_argentina,tango_milonga
Gabardine Cropped Utility Pants,Outerwear,boy,tel_aviv_israel,urban_art_tour
Terry Cloth Hooded Towel Robe,Beachwear,girl,mykonos_greece,post_swim_comfort
Embroidered Organza Cape,Festive Wear,boy,karachi_pakistan,wedding_reception_layering
High-Performance Triathlon Suit,Sportswear,girl,kona_hawaii,ironman_competition
Brocade Smoking Jacket,Ethnic Wear,boy,jaipur_india,royal_themed_party
Pleated Metallic Midi Skirt,Western Wear,girl,tokyo_japan_shibuya,street_style_fashion
Graphic Print Long-Sleeve Tee,Casual Wear,boy,berlin_germany_kreuzberg,underground_club_night
Silk Blend Floral Print Shirt,Fusion Wear,girl,singapore_gardens,botanical_garden_event
Ribbed Knit Off-Shoulder Top,Western Wear,boy,stockholm_sweden_sodermalm,design_store_hopping
Tulle Tiered Occasion Skirt,Performance Wear,girl,moscow_russia_bolshoi,attending_a_ballet
Printed Lycra Surf Leggings,Swimwear,boy,costa_rica_ Tamarindo,learning_to_surf
Cutwork Detail Linen Tunic Top,Ethnic Wear,girl,colombo_sri_lanka,summer_garden_party
Flannel Plaid Lounge Pants,Sleepwear,boy,quebec_canada_chalet,winter_retreat_coziness
Suede Fringed Vest,Outerwear,girl,santa_fe_new_mexico,art_and_wine_festival
Lace Overlay Camisole Top,Formal Wear,boy,rome_italy_trastevere,romantic_dinner_date
Patola Inspired Silk Cravat,Ethnic Wear,girl,vadodara_gujarat,heritage_event_formal_wear
Multi-Pocket Fishing Vest,Outdoor Wear,boy,montana_usa_rivers,fly_fishing_excursion
Off-Shoulder Metallic Jumpsuit,Party Wear,girl,dubai_marina,yacht_party_glamour
Insulated Camouflage Hunting Bibs,Outerwear,boy,alaska_usa_wilderness,hunting_expedition_cold_weather
Moisture-Wicking Quarter-Zip Pullover,Sportswear,girl,cape_town_south_africa,mountain_biking_trail
Convertible Zip-Off Hiking Shorts,Travel Wear,boy,inca_trail_peru,multi_day_trekking_versatility
Hand-Painted Silk Fan,Resort Wear,girl,seville_spain_feria,traditional_festival_accessory
Sustainable Cork Fabric Cap,Casual Wear,boy,lisbon_portugal,eco_friendly_city_exploration
Recycled PET Bottle Fiber Fleece,Outerwear,girl,patagonia_chile,sustainable_trekking_gear
Adaptive Velcro Closure Trousers,Special Needs Wear,boy,global_community,assisted_living_comfort
UV Protective Full-Face Swim Mask,Beachwear,girl,great_barrier_reef_australia,coral_reef_snorkeling
Fair Trade Organic Cotton Scarf,Ethical Fashion,boy,kathmandu_nepal,supporting_local_artisans
Tie-Dye Bamboo Rayon Maxi Skirt,Bohemian Wear,girl,ibiza_spain_hippie_market,free_spirited_festival_look
Vegan Cactus Leather Biker Jacket,Western Wear,boy,london_shoreditch,edgy_streetwear_style
Hemp Cotton Blend Drawstring Pants,Sportswear,girl,bangalore_india_yoga_studio,mindfulness_practice_wear
Organic Denim Embroidered Dress,Casual Wear,boy,paris_marais,chic_daytime_stroll
Kalamkari Block Print Silk Stole,Fusion Wear,girl,chennai_tamil_nadu,classical_dance_performance_attire
Ajrakh Natural Dye Cotton Kurta,Ethnic Wear,boy,kutch_gujarat,rural_craft_village_visit
Banana Fiber Woven Clutch Bag,Sustainable Fashion,girl,manila_philippines,eco_chic_evening_accessory
Upcycled Silk Saree Kimono Jacket,Ethical Fashion,boy,delhi_hauz_khas,bohemian_boutique_find
Plant-Dyed Ahimsa Silk Tunic,Sustainable Fashion,girl,auroville_india,conscious_living_workshop
Peace Silk Embroidered Evening Cape,Ethical Fashion,boy,vienna_austria_opera_ball,sustainable_luxury_statement
Modal Fabric Draped Cardigan,Loungewear,girl,bali_ubud_retreat_center,sound_healing_session_comfort
Pineapple Pinatex Fiber Sneakers,Sustainable Fashion,boy,berlin_neukolln,vegan_lifestyle_fair
Seaqual Initiative Recycled Swim Trunks,Beachwear,girl,bondi_beach_sydney,ocean_conservation_event
Zero-Waste Cutting Pattern Kaftan,Sustainable Fashion,boy,marrakech_morocco_riad,ethical_resort_wear
Climate-Neutral Certified Linen Shirt,Ethical Fashion,girl,san_francisco_mission,slow_fashion_event
Biodegradable Plant-Seed Paper Hang Tag,Party Wear,boy,glastonbury_uk_festival,eco_conscious_festival_merch (tag is not clothing)
Digital Print Recycled Polyester Scarf,Casual Wear,girl,new_york_soho,art_student_accessory
Smart Fabric Temperature Regulating Socks,Tech Wear,boy,tokyo_shinjuku,long_commute_comfort
Anti-Odor Silver Ion Infused Base Layer,Sportswear,girl,chamonix_france,alpine_climbing_expedition
Wrinkle-Resistant Performance Polo,Travel Wear,boy,singapore_changi,business_travel_essential
Color-Changing Thermochromic T-Shirt,Party Wear,girl,amsterdam_dance_event,interactive_clubwear
Augmented Reality Enhanced Hoodie,Tech Wear,boy,sxsw_austin,future_of_fashion_showcase
Self-Cleaning Nanoparticle Coated Apron,Tech Wear,girl,paris_le_cordon_bleu,culinary_school_innovation
3D Knitted Recycled Yarn Cardigan,Western Wear,boy,copenhagen_vesterbro,hygge_cafe_attire
Aerogel Lined Winter Gloves,Outerwear,girl,siberia_russia,extreme_cold_weather_protection
Biometric Data Collecting Smart Shirt,Sportswear,boy,stanford_university_lab,sports_science_research
LED Fiber Optic Wedding Dress,Party Wear,girl,las_vegas_chapel,futuristic_themed_wedding
Graphene Infused Thermal Underwear,Outerwear,boy,north_pole_expedition,ultimate_cold_gear
Shape-Memory Alloy Frame Glasses,Casual Wear,girl,milan_design_week,innovative_eyewear (glasses not clothing)
Phase Change Material Infused Bed Linens,Loungewear,boy,global_home,sleep_comfort_technology (linens not clothing)
Mycelium Grown Vegan Leather Watch Strap,Sustainable Fashion,girl,baselworld_switzerland,eco_luxury_watch_accessory (strap not clothing)
Algae Ink Printed Organic Cotton Bag,Beachwear,boy,hawaii_kona_coast,sustainable_beach_accessory (bag not clothing)
Reflective Piping Safety Vest,Sportswear,girl,london_city_commute,night_cycling_visibility
Anti-Insect Permethrin Treated Leggings,Travel Wear,boy,amazon_rainforest_brazil,jungle_trek_protection
Compression Zone Recovery Socks,Sportswear,girl,boston_marathon_finish_line,post_race_muscle_support
Bamboo Charcoal Deodorizing Shoe Inserts,Formal Wear,boy,tokyo_ginza,long_day_in_dress_shoes (inserts not clothing)
Pearl Encrusted Velvet Headband,Festive Wear,girl,paris_fashion_week_party,statement_hair_accessory (headband not clothing)
Zari Embroidered Raw Silk Mojris,Ethnic Wear,boy,jaipur_city_palace,royal_wedding_footwear (footwear not clothing)
Mirror Work Embellished Potli Bag,Ethnic Wear,girl,udaipur_lake_pichola,evening_ethnic_accessory (bag not clothing)
Gota Patti Bordered Silk Clutch,Festive Wear,boy,delhi_wedding_sangeet,traditional_party_bag (clutch not clothing)
Kantha Stitch Cotton Laptop Sleeve,Ethnic Wear,girl,kolkata_park_street,artisan_tech_accessory (sleeve not clothing)
Bandhani Print Silk Eye Mask,Loungewear,boy,jodhpur_blue_city_hotel,luxury_travel_comfort (eye mask not clothing)
Temple Jewellery Design Waist Belt,Bridal Wear,girl,chennai_mylapore_temple,saree_embellishment (belt not clothing)
Peacock Feather Brooch for Sherwani,Ethnic Wear,boy,varanasi_ghats,groom_accessory_detail (brooch not clothing)
Jamdani Weave Linen Table Runner,Fusion Wear,girl,dhaka_art_cafe,home_decor_textile (runner not clothing)
Shibori Tie-Dye Silk Cushion Cover,Resort Wear,boy,okinawa_beach_resort,interior_styling_accent (cushion not clothing)
Pattachitra Painted Wooden Coasters,Ethnic Wear,girl,puri_jagannath_temple_souk,handicraft_souvenir (coasters not clothing)
Warli Print Canvas Wall Hanging,Fusion Wear,boy,mumbai_kala_ghoda_festival,ethnic_art_decor (wall hanging not clothing)
Chikankari Embroidered Tablecloth,Ethnic Wear,girl,lucknow_aminabad_market,fine_dining_textile (tablecloth not clothing)
Phulkari Design Cushion Sham,Ethnic Wear,boy,amritsar_golden_temple_plaza,cultural_home_furnishing (sham not clothing)
Muga Silk Woven Bookmark,Ethnic Wear,girl,guwahati_book_fair,literary_gift_item (bookmark not clothing)
Paithani Motif Silk Mobile Pouch,Ethnic Wear,boy,aurangabad_ajanta_caves_shop,traditional_tech_sleeve (pouch not clothing)
Bomkai Weave Cotton Wall Art,Ethnic Wear,girl,bhubaneswar_crafts_museum,tribal_inspired_decor (wall art not clothing)
Pochampally Ikat Silk Laptop Bag,Ethnic Wear,boy,hyderabad_hitec_city,ethnic_office_gear (bag not clothing)
Tant Weave Cotton Kitchen Apron,Ethnic Wear,girl,kolkata_new_market,bengali_cooking_attire (apron not clothing)
Baluchari Design Silk Jewellery Box,Ethnic Wear,boy,bishnupur_temple_town,heritage_storage_item (box not clothing)
Kasuti Embroidery Linen Hand Towel,Ethnic Wear,girl,dharwad_university_guest_house,fine_indian_linen (towel not clothing)
Lambani Patchwork Quilted Bedspread,Fusion Wear,boy,hampi_guesthouses,bohemian_bedroom_decor (bedspread not clothing)
Batik Print Cotton Beach Towel,Beachwear,girl,yogyakarta_parangtritis_beach,sunbathing_essential (towel not clothing)
Aari Embroidery Velvet Prayer Mat,Festive Wear,boy,srinagar_hazratbal_shrine,islamic_prayer_rug (mat not clothing)
Zardozi Work Silk Cushion,Bridal Wear,girl,delhi_chandni_chowk_bridal_shops,wedding_trousseau_item (cushion not clothing)
Abstract Print Silk Scarf,Western Wear,boy,new_york,art_gallery_visit
Floral Embroidered Denim Shirt,Fusion Wear,girl,london,music_festival
Striped Cotton Poplin Pajamas,Loungewear,boy,paris,weekend_at_home
Geometric Pattern Wool Sweater,Western Wear,girl,tokyo,winter_outing
Camouflage Print Cargo Pants,Outdoor Wear,boy,sydney,bushwalking
Polka Dot Chiffon Blouse,Western Wear,girl,rome,city_sightseeing
Checkered Flannel Overshirt,Casual Wear,boy,berlin,casual_meetup
Animal Print Faux Fur Coat,Outerwear,girl,milan,fashion_show
Paisley Silk Tie,Formal Wear,boy,washington_dc,official_dinner
Tartan Plaid Wool Skirt,Western Wear,girl,edinburgh,scottish_festival
Nautical Stripe Breton Top,Casual Wear,boy,brittany_france,coastal_holiday
Houndstooth Tweed Blazer,Formal Wear,girl,oxford_uk,academic_conference
Argyle Knit Cardigan,Preppy Wear,boy,boston_usa,university_event
Ombre Dyed Maxi Dress,Resort Wear,girl,santorini_greece,sunset_dinner
Chevron Pattern Knit Beanie,Winter Wear,boy,oslo_norway,ski_trip
Gingham Check Picnic Blanket,Lifestyle,girl,provence_france,countryside_picnic (blanket not clothing)
Ikat Print Throw Pillow,Home Decor,boy,bali_indonesia_villa,ethnic_home_accent (pillow not clothing)
